,root-EOD-Arabidopsis-1-451-3-R,root-EOD-Arabidopsis-2-452-3-R,root-EOD-Arabidopsis-3-453-3-R,root-EOD-Arabidopsis-4-454-3-R,root-EOD-Arabidopsis-5-455-3-R,root-EOD-Arabidopsis-6-456-3-R,root-EOD-Brachy-1-433-3-R,root-EOD-Brachy-2-434-3-R,root-EOD-Brachy-3-436-3-R,root-EOD-Brachy-4-437-3-R,root-EOD-Brachy-5-438-3-R,root-EOD-Brachy-6-439-3-R,root-EOD-Medicago-1-442-3a-R,root-EOD-Medicago-2-442-3b-R,root-EOD-Medicago-3-444-3a-R,root-EOD-Medicago-4-449-3a-R,root-EOD-Medicago-5-449-3b-R,shoot-EOD-Arabidopsis-1-451-3-S,shoot-EOD-Arabidopsis-2-452-3-S,shoot-EOD-Arabidopsis-3-453-3-S,shoot-EOD-Arabidopsis-4-454-3-S,shoot-EOD-Arabidopsis-5-455-3-S,shoot-EOD-Arabidopsis-6-456-3-S,shoot-EOD-Brachy-1-433-3-S,shoot-EOD-Brachy-2-434-3-S,shoot-EOD-Brachy-3-436-3-S,shoot-EOD-Brachy-4-437-3-S,shoot-EOD-Brachy-5-438-3-S,shoot-EOD-Brachy-6-439-3-S,shoot-EOD-Medicago-1-442-3a-S,shoot-EOD-Medicago-2-442-3b-S,shoot-EOD-Medicago-3-444-3a-S,shoot-EOD-Medicago-4-449-3a-S,shoot-EOD-Medicago-5-449-3b-S,root-EON-Arabidopsis-1-451-4-R,root-EON-Arabidopsis-2-452-4-R,root-EON-Arabidopsis-3-453-4-R,root-EON-Arabidopsis-4-454-4-R,root-EON-Arabidopsis-5-455-4-R,root-EON-Arabidopsis-6-456-4-R,root-EON-Brachy-1-433-4-R,root-EON-Brachy-2-434-4-R,root-EON-Brachy-3-436-4-R,root-EON-Brachy-4-437-4-R,root-EON-Brachy-5-438-4-R,root-EON-Brachy-6-439-4-R,root-EON-Medicago-1-442-4c-R,root-EON-Medicago-2-444-4b-R,root-EON-Medicago-3-444-4c-R,root-EON-Medicago-4-449-4c-R,shoot-EON-Arabidopsis-1-451-4-S,shoot-EON-Arabidopsis-2-452-4-S,shoot-EON-Arabidopsis-3-453-4-S,shoot-EON-Arabidopsis-4-454-4-S,shoot-EON-Arabidopsis-5-455-4-S,shoot-EON-Arabidopsis-6-456-4-S,shoot-EON-Brachy-1-433-4-S,shoot-EON-Brachy-2-434-4-S,shoot-EON-Brachy-3-436-4-S,shoot-EON-Brachy-5-438-4-S,shoot-EON-Brachy-6-439-4-S,shoot-EON-Medicago-1-442-4c-S,shoot-EON-Medicago-2-444-4b-S,shoot-EON-Medicago-3-444-4c-S,shoot-EON-Medicago-4-449-4c-S
guanosine 3,5-cyclic monophosphoric acid,5.09596760831004e-06,4.90289354651456e-06,9.47851813841542e-06,4.12410074379645e-06,3.98033910397155e-06,7.441509553451e-06,0.00188086898494574,0.00185302918096333,0.00131674230546603,0.00167797295570528,0.00131947207994583,0.00161791836777842,1.37649656942695e-05,1.34757569854148e-05,1.69070095606525e-05,1.80240717751683e-05,1.77913147956683e-05,2.13731261333899e-05,3.00285146823732e-05,1.44983973372586e-05,4.9074323860602e-05,3.46411410232636e-05,2.35857631166524e-05,0.000126705272877182,6.08414794754194e-05,9.53362731284166e-05,5.28020887879917e-05,2.63770960453243e-05,6.99062942797636e-05,1.58244014257618e-05,2.89905796661224e-05,1.81294224653197e-05,1.8147468685587e-05,1.82719061429791e-05,1.42964132134576e-05,4.2007495862597e-06,2.15915164537372e-05,6.63230706739597e-06,6.25520585644908e-06,0.00161695507734643,0.00187100262902228,0.00176417162631066,0.000329715853944346,0.0015154005699729,0.0017040583515125,0.00172114870115693,1.69203346827183e-05,1.5232675516335e-05,1.35756805003751e-05,1.81423400479165e-05,8.52699697047454e-06,1.57225660473849e-05,2.31540031910592e-05,1.78014050852036e-05,1.76388424738214e-05,1.43566435694228e-05,3.84270902702947e-05,4.61023822900423e-05,3.45651108128963e-05,4.4955078381373e-05,3.42220130855971e-05,1.63063712882747e-05,1.47004242307875e-05,1.038297620905e-05,1.45489484421809e-05
hexosamine,0.000506864925523393,0.000502606986124833,0.000664019197626567,0.000396376745316838,0.000453243629364578,0.000552779306933206,0.00465487260449709,0.00564481826195311,0.00613453298457544,0.00570891373626529,0.00926633699249539,0.00611712654356038,0.000133792030799286,0.000115615337533121,9.87416006731888e-05,9.11105705175083e-05,0.000114132157681056,0.000443378295001255,0.000403863004968622,0.000380890433584223,0.000285948644061486,0.000271006561710233,0.000438550266433174,0.00772989274000472,0.00648742341244383,0.00852857680304706,0.0049156740970483,0.00918368273839347,0.00864872910168701,0.000296850641831514,0.00028059382698462,0.000329360907437842,0.000289784427539912,0.000308600786692105,0.0006340300279507,0.000454803606068058,0.000542901845905982,0.00051772834775303,0.000589933629366859,0.00327681343992863,0.0034126370247841,0.00249214262857204,0.00130587531188316,0.00295315172889262,0.00564815472050782,0.0043299857613005,0.000122633643531421,0.000118725562405987,8.29934919968568e-05,0.000124857682093521,0.000313894848454373,0.000283122436083581,0.000315852099633859,0.0004029842501378,0.000394107429122125,0.000411261629351565,0.00122691932152629,0.00155098344672754,0.00142899015405728,0.00332748536238777,0.00112661230908344,0.000335571285068147,0.000280555927786807,0.000516559242012802,0.000386592133023778
hexose phosphate,0.000218553827767919,0.000229661971381918,0.000200231158833694,9.80216356458709e-05,0.000183095487265132,0.000125642511632261,2.21488527209455e-05,2.50216742107005e-05,2.70561485841587e-05,1.68962552075664e-05,1.56611735990187e-05,1.73225079609913e-05,8.90158011323843e-05,0.000117903684506159,7.09173121706085e-05,9.95749732361524e-05,8.05950570825983e-05,0.000369519572075338,0.000141428617952744,0.000653902457278314,0.000380021618348526,0.000343841695446582,0.000216637737944005,7.55656455049222e-05,5.68318116733546e-05,0.000111810598972533,4.18092582345443e-05,0.000116968485398438,6.42641073734624e-05,6.21932075668487e-05,0.000108452553037003,0.000139101441593445,0.000196394194973613,0.000197571483740007,0.000349301004221109,9.18954915441247e-05,0.00012907154499794,0.000223797096249872,0.000122539526452072,6.03832472676868e-05,1.97998216316813e-05,3.64731477190128e-05,0.000105578565344014,2.29565564951662e-05,3.84792352253283e-05,2.7444099632227e-05,0.000115445241291593,0.000208110610560723,9.0725285944048e-05,8.21659253384035e-05,0.000241999243828458,0.000249798998769177,0.00038141949542217,0.00031380309511098,0.000536390707767873,0.000575304212549925,0.00011074141212381,0.000142621665585158,0.000147803861679397,8.37366391922412e-05,6.43613964628899e-05,9.41701677266604e-05,0.000556006597642502,6.251349593022e-05,6.1283942922761e-05
homoserine,0.00120970525365306,0.00599135264708585,0.00646413362391969,0.0019086430022634,0.00596393579025729,0.0056708612076309,0.00154089568361255,0.00327775206968001,0.00470199323137233,0.00154110561450481,0.00119049503635841,0.00383342362494467,0.00161642580154264,0.00148098627348111,0.00207461053147848,0.00167106964750003,0.00186650909417629,0.00823877897386682,0.00193196108803186,0.00547443419595701,0.00185341105315007,0.006538647488096,0.00194537940650883,0.00141432136134138,0.000980359231653778,0.00612031722889483,0.00152919492804277,0.00871364117136123,0.00138870734196736,0.000789426392563553,0.00207285523069374,0.00277417685565446,0.000831873458753806,0.00237372546263881,0.0013538775961759,0.00138747806076017,0.00339375048924724,0.00162592369732933,0.00135368641064299,0.00577794820224146,0.00160599661310803,0.00461995857784185,0.00167598289531624,0.00438376644840684,0.00595875722726279,0.00188931101897642,0.00226899199061351,0.00104506922703842,0.00134997839896789,0.000802798484615182,0.000929233870252002,0.00154993655185464,0.00513725959585489,0.00611709351232168,0.0045948860287972,0.00155240373640019,0.00158546063263689,0.00167014397657726,0.00942735934559771,0.00857215971834281,0.00835745836648569,0.00281217262131251,0.00164858084231158,0.00246926599744143,0.000961412762906892
inosine,0.000141675997854309,0.00015818026587492,0.000414852660738854,4.11091267986557e-05,7.83489121989005e-05,0.000584356850258161,3.46596536882473e-05,6.6431777014035e-05,9.3126722493899e-05,3.33977295952617e-05,5.02249361963818e-05,6.93535333563885e-05,6.11692509345412e-05,3.25142124570072e-05,6.78910661007738e-05,8.76068488829606e-05,0.000102236674761964,0.0013557719540911,0.000584053064193353,0.000847764437424792,0.000275065406217231,0.000356044183901662,0.000955096229137089,0.000472469938632096,0.000367994739012196,0.000759928247738212,0.000238659990685701,0.000748819555700459,0.000425479002888905,0.000174045014652849,0.000191779578855992,0.000308231348519117,0.000192271077728037,0.000318906381527576,0.000105267809869778,7.35223898023618e-05,0.000152246777642787,7.24933439736315e-05,0.000100849599539587,0.000100322199282249,2.2319570863881e-05,4.32868301759749e-05,5.88711692188912e-05,5.58906703230641e-05,8.06949792087883e-05,4.64633076664009e-05,3.56582100118028e-05,1.1529909002411e-05,2.31195281287546e-05,2.17509504982186e-05,0.000224380734326564,0.000142807089808917,0.000335814922465126,0.000266872634089804,0.000333109327945495,0.000281904020914829,0.000243281502255279,0.000561515572939879,0.000383989063220992,0.000802225141000083,0.00044347504866734,0.000170617589754084,0.00017161034792975,0.000207648575759118,0.000109974947499264
isomer of deoxycarnitine,4.23737447022126e-05,0.000109269828090827,8.17002368120152e-05,0.000147637062365817,2.13521502637088e-05,0.000223256625378367,1.82490357359405e-05,1.90288840098211e-05,1.78244277774167e-05,1.91773306878533e-05,6.28278495538445e-06,2.56522791033809e-05,8.19839293071369e-07,2.15525552003835e-06,3.52697204872875e-05,1.45086693110267e-05,3.50843010085318e-06,2.83776487867563e-06,8.25675301031587e-05,0.000107375815640606,4.60983047233775e-06,2.08847802136955e-05,3.07993682683769e-05,0.000925829733500081,0.00334523102881023,0.00152605150960535,0.00123408734674161,0.00133993118617843,0.0013281097866997,6.49403358119519e-05,3.51285094198593e-05,1.87269006655818e-05,9.41781338320878e-05,1.08610073102092e-05,2.10543050809137e-05,3.10672478025546e-05,2.75207978069276e-05,5.98465479269135e-05,4.38839767767945e-05,2.52934600462094e-05,2.95898190057754e-05,4.61296535675748e-05,3.07206745749855e-05,1.94327212028084e-05,5.36413608879863e-06,4.96962225855978e-05,1.77144156955916e-05,3.33638123470527e-05,3.6473602595221e-06,1.3773324071588e-05,7.54687224512305e-05,2.63524851705633e-05,1.77352294540417e-05,1.41694092037005e-05,4.30605765841285e-05,4.97178958751772e-05,0.0010570361760941,0.00137659975266798,0.00204384590029699,0.00155998411329037,0.000758816007757876,5.3764790847557e-05,0.000150611493897087,2.94068970187349e-05,4.75633559138641e-05
kynurenine,0.000104022169970988,7.59753195869625e-05,6.4912883860329e-05,7.50159009964923e-05,6.05417984987236e-05,6.36137370096834e-05,7.79068998520753e-05,6.5485333857448e-05,5.98012287487688e-05,7.02203730114508e-05,0.000126035299344524,5.24338464322201e-05,8.94906905618771e-05,8.87757396455142e-05,8.62279463824001e-05,0.000124585098030259,9.84058610532082e-05,0.00116144602485915,0.000741630280223369,0.00113404615363621,0.000541669770032582,0.000594516831643078,0.000864789152210726,6.27741718197597e-05,3.23651165363014e-05,7.12487757429085e-05,5.16159295053323e-05,0.000110859486410331,6.15342078775022e-05,0.00017348037453469,0.000110078420454198,0.000288296570185697,0.000244427814409644,0.000260824016368992,0.000109158139606269,9.75750931589174e-05,7.95380902963111e-05,9.14844700754106e-05,0.000108257316180738,6.00378749401356e-05,5.1734668205083e-05,3.61470627302071e-05,8.13729033410483e-05,5.36291497986504e-05,6.08864502478562e-05,5.01224430476372e-05,8.34744501417491e-05,0.000116256359418949,6.34189064546411e-05,0.000118326550096941,0.000302479336771029,0.000377503993880074,0.000278371531152656,0.000170513282755958,0.000409774879900674,0.000331488149164703,1.90891101819255e-05,2.21408468600475e-05,2.42300822065159e-05,5.55738656772803e-05,2.42444527204844e-05,9.81370909747956e-05,8.29254883325938e-05,8.60908321774121e-05,0.000155453732149547
lumichrome,1.2455078359836e-05,2.02217224682536e-05,1.78077741799509e-05,2.95452604730948e-05,5.3708532013243e-06,4.64800510644308e-05,5.10904483453007e-05,4.0963220388616e-05,4.44616089279215e-05,5.40432437563798e-05,2.53890390643955e-05,4.11345619010157e-05,1.02638396395212e-05,1.18599148492501e-05,1.91624996462749e-05,1.46529024313318e-05,2.8591336863073e-05,1.5926973494559e-05,5.35120458499613e-05,5.39419842327389e-05,2.1233232494596e-05,2.41383068902945e-05,7.26552838119131e-05,0.000357718205797572,0.00176676314035014,0.000431504415621449,0.00056872809086329,0.000616525801533746,0.000538550660338497,5.5279929103818e-05,3.13218217742171e-05,2.60216935299492e-05,0.000110849161142538,1.70974624349057e-05,5.68241874376405e-06,1.20378500034434e-05,6.0150305300903e-06,1.53058650851428e-05,1.01683085354001e-05,3.26039551980801e-05,5.73071698918337e-05,5.63002651742666e-05,1.94544484673525e-05,3.80681793064297e-05,2.00672629629814e-05,8.2888443573164e-05,1.89370325631953e-05,7.22264012617125e-05,7.80584469022998e-06,1.69381505806747e-05,2.5051679578695e-05,2.3986627288854e-05,2.15339371625589e-05,1.55089457651106e-05,2.57222936973561e-05,4.77636016406758e-05,0.000528156811358103,0.000744129088261982,0.000709023326229244,0.000718921315600279,0.000354740694982523,4.02346040026939e-05,0.000161866918423985,2.34537410606953e-05,5.31891969587415e-05
maleamic acid,0.0339476617844342,0.0725887802642194,0.0534522498529183,0.0413413264106403,0.0616596772356388,0.054215856006228,0.0286244156437312,0.0356675527121021,0.0599340855154462,0.0249607004043073,0.0331315141659619,0.0481850436016039,0.0137756519181615,0.0114361073369603,0.011560609952953,0.016339095693548,0.0170995858215264,0.152401842510448,0.109996518878741,0.0760770352330404,0.16150440571705,0.191258886034158,0.101890096568326,0.0131670406659146,0.010855932595576,0.0236128965717567,0.0131579935726245,0.0237230808210953,0.01436980863572,0.0082381661842141,0.0246729501949998,0.0155275764058363,0.00560932470416918,0.00717368361659348,0.0461127189657224,0.0578380914829911,0.0672904126521054,0.0662718606951985,0.0507043685679976,0.0578673361058084,0.0269338770115491,0.0446668160224476,0.0473588364627018,0.0336920430875929,0.0739468076706862,0.0334848604802437,0.00928004569239143,0.003264806760854,0.0107338005970045,0.0086469114949538,0.0845512761254277,0.0969749796982858,0.125343444171643,0.14302685545046,0.156052520863782,0.109696885974319,0.00848083904192344,0.0112906494748472,0.0174660808414645,0.0157477969879101,0.0221250457301522,0.008591335397616,0.00718729638502559,0.00470446497229123,0.0039878645053578
malonic acid,0.000323943738409915,0.00302936339994454,0.00226105422975862,0.00077194844837364,0.00368385627819429,0.00191038392157152,0.000694879989633746,0.00382836751862139,0.00516036325173721,0.000819515209745108,0.000544326020455783,0.00353894646548302,0.00290886993297326,0.00255801410297413,0.00264532777556621,0.00358868846568979,0.00353077218084149,0.00486781353903326,0.000457793780081939,0.0021264257039086,0.000659265224461803,0.00539287459832152,0.000463038368703303,0.00020269146377813,0.00020338944200002,0.00392128873868296,0.000241126357398426,0.00578220440016529,0.000170908103989558,0.000140576904920736,0.00324312212882311,0.00240725192452147,0.000193015111749042,0.00214995480811318,0.000297933614058087,0.00044786084522884,0.00142289935802324,0.000400567221378903,0.000356785648573948,0.00347611338515144,0.000775241602546903,0.00391392332098529,0.000587369503981172,0.00429550894711594,0.00461868141408219,0.000869351480103535,0.00246471109940692,0.000606300171696072,0.00221686666119694,0.000627243393511466,5.93928313742732e-05,0.000122138949283895,0.00246832199100025,0.00319916028518363,0.00185733502922564,0.000224289518513839,0.00022788674472952,0.000212175521796976,0.0050041134805547,0.00453461715199466,0.00456592987393698,0.00170167100655165,0.000770589847218102,0.000995774737589894,0.00017535671694274
mevalonic acid,0.00180559836416019,0.0170138441990279,0.00916197631097232,0.00477781359113306,0.0234265449838046,0.00785507995007266,0.0158014100750299,0.0586064256706718,0.0758152501983367,0.0182892071190357,0.0124539165363212,0.0556844343150957,0.159747130254354,0.183525210718104,0.18214906707664,0.1593194371362,0.190370572140761,0.0277102806320103,0.0103428217730893,0.017043258187912,0.0122998771125929,0.0426196446372829,0.00525773085840318,0.010056314006728,0.00703902228625749,0.0384243521269556,0.0101847217006002,0.0601898847390013,0.00770149274787319,0.0201099632481651,0.0459568480800705,0.173867983498981,0.0275201177892734,0.108948394535137,0.00203502630844453,0.00320414259821307,0.0133096652217367,0.00518191409370657,0.00327004105588139,0.0641767734180479,0.0171914422146506,0.0655095107031696,0.0086632510040538,0.0760484658304845,0.0710500216862849,0.0206966505562143,0.195601357561707,0.0455038944644123,0.141324119161704,0.0434799594697911,0.00516950982960729,0.00869789166262784,0.0248223784726503,0.0383895022117027,0.0248643524803624,0.00660358962283569,0.0130075704466358,0.0110580480054152,0.0585000219982224,0.050069566748825,0.0499261077154761,0.0852922073862262,0.172272398886729,0.126064537069938,0.0209163345840476
N-acetyl-alanine,0.0151912415599993,0.0104908186618903,0.0125763305847244,0.0164366156026465,0.011934389791103,0.00906685867655082,0.00478548372832085,0.00587087877580641,0.0038130441910581,0.00624962030456203,0.00497100779338044,0.0053810066092035,0.0145961601741319,0.0152579208690194,0.0129645270032641,0.0115518030278619,0.0158856869430858,0.0056848778556547,0.00690443875066598,0.00642197698649826,0.00714348286961266,0.00477755742437954,0.011533699786375,0.0450297147135957,0.0206965514864196,0.0326852075892985,0.0297149943318104,0.0262211119362011,0.0243234390872767,0.0153817348190352,0.00711637063780569,0.0230576747202387,0.0246656739407171,0.0133383451066734,0.0167664673498217,0.0129406441789624,0.0120883028654792,0.0199072208134168,0.0149286315099371,0.00570334559979302,0.00558804684614144,0.00487295514232718,0.0140482366810274,0.00507827937601849,0.0037438997436591,0.00661631955441902,0.0132798567884598,0.0137204338174679,0.00548768184336734,0.0174971885611536,0.00879742317006933,0.00589886297371114,0.00447963238823316,0.00695022808469141,0.00887601624052403,0.0124048843026114,0.0377027614179384,0.0517853802621202,0.0367543036096147,0.0328761025539859,0.0288138805529821,0.0142886492293248,0.0163493585542209,0.0157864305083218,0.016896031263602
N-acetyl-serine and/or isomers,0,4.9133046872667e-06,0,0,4.48789376317712e-06,7.31824687849399e-06,2.19895342754441e-05,2.58039207342198e-05,2.20340322437929e-05,3.31356622438428e-05,1.64229591585559e-05,2.21700589212394e-05,0.000110561452360168,0.000184640482899341,4.08447160456455e-05,8.57556823911472e-05,0.000112458015829968,4.035777710665e-05,0.00015061142397093,4.31561978691644e-05,0.000231103406867259,8.86500035285815e-05,7.38866720400417e-05,9.89178342807523e-05,0.000112325300165109,9.38053000900779e-05,0.000200178207754417,7.45329383428156e-05,0.000151141090292862,7.43029018305375e-05,2.25164322002955e-05,0.000108297779030987,0.000106749700166774,0.000135113432604137,5.98082855127543e-06,3.41039761895769e-06,2.91537027951039e-06,1.7894708564431e-05,2.23951537525569e-06,4.04442604855497e-05,4.94878377433823e-05,6.25438725312749e-05,9.99094895638426e-06,4.55922433118435e-05,4.88235678528884e-05,6.23382755726319e-05,8.1841502762921e-05,6.5976218450933e-05,2.65919237157473e-05,8.40809523325448e-05,4.26899210655356e-05,0.000165711820130672,0.000191361271764807,0.000174720558399551,5.39269114806004e-05,0.000142703157099855,0.000191373315694391,9.69642970186051e-05,0.000111056614871357,6.52275821375311e-05,0.000140089435597968,0.000119708047321414,0.000309932598075804,8.59586580930805e-05,4.47823333929984e-05
N-acetylneuraminic acid,0.00201602692868798,0.000983144514944272,0.0017095859498284,0.000774823765583878,0.000746722682503592,0.00108455394063013,1.09365638076093e-05,1.79669538828391e-05,9.34203356116941e-06,8.71538714326188e-06,1.16950965716479e-05,1.08765887042619e-05,9.24414031980186e-06,7.84625956234822e-06,6.56146779562254e-06,1.40253642591017e-05,9.69433586423062e-06,0.00405505708598928,0.00151758686842261,0.0025552384943297,0.000670788153287375,0.00100235645932576,0.00588715515869501,1.26960459838847e-05,8.85155421208308e-06,2.68286319496461e-05,1.34017560064624e-05,1.28225099932054e-05,1.10416412835207e-05,2.61597366085992e-05,1.28220259923063e-05,3.33337843241424e-05,2.67402037666534e-05,2.43559303213518e-05,0.00135900027534048,0.00175329935593148,0.00213781986856783,0.00105275666705412,0.00206003820052447,0.000278680043997531,9.25772124002111e-06,6.76320473804677e-05,0.00140999424509143,4.17380262284635e-05,2.47971616554185e-05,9.21729554702086e-06,8.00504483079858e-06,1.28107444410404e-05,5.52463179922961e-06,1.19171688049987e-05,0.00536339707225956,0.00131638435712112,0.00173635607128605,0.00113104793061614,0.00358266611257624,0.00405917564037155,1.33877107220531e-05,1.11963142522774e-05,1.67947407924978e-05,1.07100407423157e-05,1.08348627663654e-05,2.76668581896422e-05,1.82599856740252e-05,3.65345462062721e-05,2.33861693094028e-05
N-acetylputrescine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34219260918375e-06,0.000554222606428616,0.00037388780316654,0.000309530674820214,0.000474749954381084,0.000229580476083431,0.000352275465791484,2.62822335190011e-06,2.26062678442219e-06,1.9984141260216e-06,3.88971210474428e-06,3.27590583718243e-06,0,8.30139700880304e-08,0,0,3.07080789154666e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19049975165065e-07,0,0.000469421612810509,0.000581063452899081,0.00041784250751372,0.000336390679159583,0.000282820326088346,1.38648858798621e-05,2.31276157931778e-06,4.10578052882371e-07,3.27500986247786e-06
N-acetylserotonin,0.00135138125356833,0.0030731501324949,0.00128997999152521,0.00487528817877388,0.00297374472520172,0.000988887325735783,0.00270239148089615,0.00268030292398429,0.0019903693229081,0.00396954386378592,0.00186075518451445,0.00221271780338241,0.00387136233777136,0.00648526556052609,0.00519784691697076,0.00632447572732314,0.00455376713793837,0.00161273252724255,0.0037356199956496,0.00151526238925215,0.00584586712365825,0.00527359239208634,0.00252560063803397,0.00320044958312244,0.00299922299287646,0.00253494270888983,0.00346264804466012,0.00195155109813368,0.00285831581313661,0.00516706595244725,0.00374677933717164,0.00618564563988656,0.00772176390322425,0.00541326021231401,0.00316485741124292,0.00157333788160189,0.00124910746493904,0.00414785698816866,0.00190539266784614,0.00236873080619987,0.00319871860660246,0.00306052183358842,0.0027672947769277,0.00291367961121774,0.00179678668185472,0.00399293750669974,0.00584882696057175,0.00516041973942856,0.00197617627130747,0.00578101772253971,0.00226240554069909,0.00349029184805456,0.00393491697333436,0.00371873800251838,0.00235511968721707,0.00289342196011708,0.00391697896523131,0.00401124023599666,0.00314801414852713,0.0033768895208527,0.00410009407871595,0.0059682427090326,0.0109275725926488,0.00170513615266305,0.00253744688626489
NAD+,0.000137927782304683,0.00010028635168927,0.000132064987467663,7.2902467056425e-05,7.82051158122432e-05,0.00016338430842737,3.00782088720686e-05,2.061594535598e-05,2.46051088360788e-05,3.21241165377097e-05,1.72047705390437e-05,2.37667951739982e-05,9.29394436882213e-05,7.99703571311815e-05,9.41017488752876e-05,6.10813007708915e-05,0.000144921008326449,6.44303803517825e-05,9.52503026973128e-05,6.77568815171968e-05,8.37821120274217e-05,8.30726729678914e-05,0.000270505817677395,0.000561113192817162,0.000768164309578629,0.000390844278394079,0.00061753745249023,0.000302115646610986,0.000500847437828932,0.000308040189819152,7.83818325971193e-05,0.000219256302918129,0.000210694424151919,0.000244448046184789,0.000172313053410416,9.63300380436298e-05,8.2356085653195e-05,0.000141676494035054,0.000158252571059577,4.83693875344175e-05,2.75160781148946e-05,3.22672433184508e-05,0.000110967427862208,1.9933255219484e-05,1.8612235755107e-05,2.80837155121973e-05,8.84834605942639e-05,8.23065412611469e-05,3.94737839402744e-05,6.88087275998275e-05,4.92344399236221e-05,5.13456893438341e-05,3.28844902179659e-05,2.39419051848384e-05,7.89730715154094e-05,0.000181382791980849,0.000736625771136215,0.00079735663145291,0.000582671429622637,0.000564372786000566,0.000442573948624458,0.00021524714301571,0.000278621825812698,0.000337431356233159,0.000135026146493076
nicotinamide mononucleotide,0.000476299084451836,0.00058574056917173,0.000710969258431361,0.000400825241087137,0.000574444432723821,0.000597174211487468,8.97947611118523e-05,0.000154513539406325,0.000114440748414271,0.000120599339895177,9.66298682238639e-05,0.00014879507474438,0.000184050559635278,0.000138870652045245,0.000268158182516658,0.000246200933074531,0.000235235149628973,0.00018894506486861,0.000163138568586802,0.000189639659618675,0.000151154337579804,0.000192429385387399,0.000156027173840416,3.72567442069591e-05,4.06193044255262e-05,6.43252572401926e-05,5.09704579105671e-05,4.72804233521939e-05,4.54881121899079e-05,0.000324194138212209,0.000265833190678458,0.000235847427002647,0.000176936654968433,0.000241632185607968,0.000442709097879981,0.000472119882156807,0.000737658232269809,0.000462055215285817,0.00051389449633028,0.000196696210795247,0.000153408278252703,0.000280240422542948,0.000383168167592459,0.000222721277108063,0.000328609456381784,0.000191971413802444,0.000239274081411449,0.000141797227302789,0.00010183885020872,0.000123338874686271,0.000230819199943961,0.000167680726555311,0.000185669525013933,0.000225002164756773,0.000249409716955479,0.000179775116184693,4.2199399174854e-05,4.27984320794948e-05,6.48654369506643e-05,5.51750698737167e-05,6.7801725190871e-05,0.000549625944677255,0.000117425238306079,0.000505595970575742,0.000414963132490139
o-acetyl-serine,0,0,0,0,0,0,0.00107929104734044,0.00128705940772656,0.000880799974785899,0.00119576909844614,0.00085451218964101,0.00093363929765845,5.21985886390556e-06,4.16202376672204e-06,5.86959199239248e-06,5.05532797491139e-06,4.05166201685466e-06,0,0,1.82994349074427e-07,0,1.21601426328191e-07,0,0.000217132825093759,0.00017207059179753,0.000228938506422529,0.000238850588178137,0.000212021890881955,0.000171578843975637,4.40446401904344e-06,4.96844735583571e-06,7.46360087784106e-06,4.14895535260162e-06,4.51860706102528e-06,0,0,1.51204786859093e-05,0,0,0.000840197865197727,0.00123125970749191,0.0011954596604099,0.000330437673245699,0.00133099109844969,0.000874456108507928,0.00128952819570071,6.39444538669592e-06,6.1790199463652e-06,7.28911913343677e-07,4.0432305807311e-06,0,3.88083999074438e-07,0,9.82834240579315e-08,0,0,0.000234659852745302,0.000183765805611493,0.000304477391025344,0.000173741933222937,0.000438231385013023,1.06052924928649e-05,6.11280727916393e-06,2.34427603454708e-06,3.05827693010059e-06
ophthalmic acid,0.00124891182738283,9.64885177627385e-05,0.00119174939059417,1.80435001139071e-05,6.26789131733106e-06,0.00066712754093585,0.000597362237118439,0.000240201589019418,0.000251868095180994,0.000483957928603883,0.00049844343786055,0.000422701862868341,8.75738477319171e-06,6.7266129293107e-06,1.2602644847373e-05,8.81872264363519e-06,8.74237611016766e-06,0.000127261548856617,0.000117530219029139,0.000272329764818098,4.05713949415151e-05,2.31402736569499e-05,0.000423206146910298,0.00429644515154827,0.00220953198454793,0.00175919648249308,0.00251427497601084,0.000975525257215554,0.00334968945573446,6.43601193372269e-05,2.77209640907835e-05,2.55541831837857e-05,5.4817579900042e-05,3.65837142035779e-05,0.0017081433171778,0.000135548642559939,0.000133709326183332,0.000107899099590007,0.000355191576633394,0.000522686809780138,0.00054429145304538,0.000229766637648635,0.000380744626347278,0.000340941115102623,0.000584804250159338,0.000332764692835435,9.59111747638038e-06,1.14633262262717e-05,8.30390941313846e-06,1.85023579699892e-05,0.000150836741731882,0.000109248702817276,0.000401446961805314,2.22541934334411e-05,3.19394851971038e-05,4.07046580446143e-05,0.00198880404545058,0.00130378608889706,0.0012969895747874,0.000871453452701344,0.000847443242223832,2.07292483278235e-05,1.2970759672665e-05,1.8656600607248e-05,3.00209186322526e-05
