"","root-EOD-Arabidopsis-1-451-3-R","root-EOD-Arabidopsis-2-452-3-R","root-EOD-Arabidopsis-3-453-3-R","root-EOD-Arabidopsis-4-454-3-R","root-EOD-Arabidopsis-5-455-3-R","root-EOD-Arabidopsis-6-456-3-R","root-EOD-Brachy-1-433-3-R","root-EOD-Brachy-2-434-3-R","root-EOD-Brachy-3-436-3-R","root-EOD-Brachy-4-437-3-R","root-EOD-Brachy-5-438-3-R","root-EOD-Brachy-6-439-3-R","root-EOD-Medicago-1-442-3a-R","root-EOD-Medicago-2-442-3b-R","root-EOD-Medicago-3-444-3a-R","root-EOD-Medicago-4-449-3a-R","root-EOD-Medicago-5-449-3b-R","root-EON-Arabidopsis-1-451-4-R","root-EON-Arabidopsis-2-452-4-R","root-EON-Arabidopsis-3-453-4-R","root-EON-Arabidopsis-4-454-4-R","root-EON-Arabidopsis-5-455-4-R","root-EON-Arabidopsis-6-456-4-R","root-EON-Brachy-1-433-4-R","root-EON-Brachy-2-434-4-R","root-EON-Brachy-3-436-4-R","root-EON-Brachy-4-437-4-R","root-EON-Brachy-5-438-4-R","root-EON-Brachy-6-439-4-R","root-EON-Medicago-1-442-4c-R","root-EON-Medicago-2-444-4b-R","root-EON-Medicago-3-444-4c-R","root-EON-Medicago-4-449-4c-R","shoot-EOD-Arabidopsis-1-451-3-S","shoot-EOD-Arabidopsis-2-452-3-S","shoot-EOD-Arabidopsis-3-453-3-S","shoot-EOD-Arabidopsis-4-454-3-S","shoot-EOD-Arabidopsis-5-455-3-S","shoot-EOD-Arabidopsis-6-456-3-S","shoot-EOD-Brachy-1-433-3-S","shoot-EOD-Brachy-2-434-3-S","shoot-EOD-Brachy-3-436-3-S","shoot-EOD-Brachy-4-437-3-S","shoot-EOD-Brachy-5-438-3-S","shoot-EOD-Brachy-6-439-3-S","shoot-EOD-Medicago-1-442-3a-S","shoot-EOD-Medicago-2-442-3b-S","shoot-EOD-Medicago-3-444-3a-S","shoot-EOD-Medicago-4-449-3a-S","shoot-EOD-Medicago-5-449-3b-S","shoot-EON-Arabidopsis-1-451-4-S","shoot-EON-Arabidopsis-2-452-4-S","shoot-EON-Arabidopsis-3-453-4-S","shoot-EON-Arabidopsis-4-454-4-S","shoot-EON-Arabidopsis-5-455-4-S","shoot-EON-Arabidopsis-6-456-4-S","shoot-EON-Brachy-1-433-4-S","shoot-EON-Brachy-2-434-4-S","shoot-EON-Brachy-3-436-4-S","shoot-EON-Brachy-5-438-4-S","shoot-EON-Brachy-6-439-4-S","shoot-EON-Medicago-1-442-4c-S","shoot-EON-Medicago-2-444-4b-S","shoot-EON-Medicago-3-444-4c-S","shoot-EON-Medicago-4-449-4c-S","id2","HMDBID","KEGGID","Descrip","Kingdom","Super_class","Class","Sub_class","CAS","DTXSID","DTXCID","SID","CID","KEGG","ChEBI","Drugbank","Name"
"putrescine",0.000552542437857178,0.000183630238530601,0.000307982542327543,0.000321062508198119,0.000303303895877677,0.000196624699534118,0.000363406945705417,0.000229194753343119,0.000151028225688495,0.000465093116987503,0.000260316136616934,0.000185498618047815,2.90460793940964e-05,2.7555513996459e-05,5.65205340427648e-05,5.38106504753971e-05,5.51708393901354e-05,0.000735727600553346,0.000254915045098317,0.000323641749981569,0.000390967208518103,0.000422852368140238,0.000233011043872183,0.000394411755965989,0.000181452850145596,0.000549150765772583,0.000310646062034286,0.000138353558308674,0.000389566160680077,0.000105165043970268,0.000226043374326285,3.73899404992844e-06,7.41532819105246e-05,0.000113632846024058,0.000267113834738214,8.52764356142714e-05,0.00034156671708354,0.000186029469086705,0.000399600758343593,0.00108307463492639,0.000811101955159745,0.000853718089873341,0.00139386684855329,0.000317258664655915,0.00088285277664775,9.4609478564461e-05,4.3982544329084e-05,6.54923703152466e-05,5.13587708708692e-05,8.88009749514984e-05,0.000112419993439541,0.000266972620087954,0.000154745578190496,0.000261950721944394,0.000296476696904128,0.000556795050969679,0.00134692450354384,0.000717796572019706,0.000777646475027481,0.000551452170147597,0.00144031583950664,8.90069595079096e-05,7.75030639727755e-05,9.28692420266793e-05,7.75813041592129e-05,"putrescine","HMDB0001414",NA,NA,NA,NA,NA,NA,"110-60-1","DTXSID4041107","DTXCID2021107","315678513","  1045","C00134","17148","DB01917","Putrescine"
"pyridoxamine",0.000552542437857178,0.000183630238530601,0.000307982542327543,0.000321062508198119,0.000303303895877677,0.000196624699534118,0.000363406945705417,0.000229194753343119,0.000151028225688495,0.000465093116987503,0.000260316136616934,0.000185498618047815,2.90460793940964e-05,2.7555513996459e-05,5.65205340427648e-05,5.38106504753971e-05,5.51708393901354e-05,0.000735727600553346,0.000254915045098317,0.000323641749981569,0.000390967208518103,0.000422852368140238,0.000233011043872183,0.000394411755965989,0.000181452850145596,0.000549150765772583,0.000310646062034286,0.000138353558308674,0.000389566160680077,0.000105165043970268,0.000226043374326285,3.73899404992844e-06,7.41532819105246e-05,0.000113632846024058,0.000267113834738214,8.52764356142714e-05,0.00034156671708354,0.000186029469086705,0.000399600758343593,0.00108307463492639,0.000811101955159745,0.000853718089873341,0.00139386684855329,0.000317258664655915,0.00088285277664775,9.4609478564461e-05,4.3982544329084e-05,6.54923703152466e-05,5.13587708708692e-05,8.88009749514984e-05,0.000112419993439541,0.000266972620087954,0.000154745578190496,0.000261950721944394,0.000296476696904128,0.000556795050969679,0.00134692450354384,0.000717796572019706,0.000777646475027481,0.000551452170147597,0.00144031583950664,8.90069595079096e-05,7.75030639727755e-05,9.28692420266793e-05,7.75813041592129e-05,"pyridoxamine","HMDB0001431","C00534","belongs to the class of organic compounds known as pyridoxamine 5'-phosphates. These are heterocyclic aromatic compounds containing a pyridoxamine that carries a phosphate group at the 5'-position.","Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Pyridoxamines","85-87-0","DTXSID6046929","DTXCID4026929","315682345","  1052","C00534","16410","DB11673","Pyridoxamine"
"pyridoxine",0.000244806067883127,0.000425865096291536,0.000705291572536113,0.000145578128508309,0.000271961485154139,0.00087576786846673,0.00015306077475039,0.000234094490905054,0.000268812032272054,0.000132597434578454,0.000145354317945721,0.000237683495423614,0.000115977815117249,9.96363889861337e-05,0.00012757099977559,9.53358759248462e-05,0.000103040406652204,0.00016743723259645,0.00014083369803478,0.00037145509847765,0.000134229667398453,0.000190195534032846,0.000187214580733493,0.0001420687240091,0.000165535019672834,0.000156173693013222,0.000178097773479597,0.000202840962857598,0.00014002493331382,9.89960855532435e-05,5.97815430257445e-05,8.24737570119721e-05,6.13354904899394e-05,0.012087891752313,0.000518384977556832,0.00692260174754955,0.000319071325228066,0.00140510512202708,0.000953916479848779,0.000258441027203329,0.000234245771295317,0.00119197912387985,0.000263206943366643,0.00128539387972367,0.000231796038601701,0.000178822224777398,0.000575234221268877,0.000423385764922187,0.000215257234680458,0.000487419916956686,0.000356091781136885,0.000122203588715518,0.00371398762837115,0.00108253727690797,0.00415674750387126,0.000613021560808309,0.000144583204171729,0.000187682499119348,0.000955837370267203,0.000737804003411736,0.000479925244564195,0.00022536576165165,0.000182772879312828,0.000289004033249442,0.000222857966445132,"pyridoxine","HMDB0000239",NA,NA,NA,NA,NA,NA,"65-23-6","DTXSID4023541","DTXCID903541","315674093","  1054","C00314","16709","DB00165","Pyridoxine"
"pyruvic acid",0.00126362163218319,0.000248891357645169,0.000505223553835898,0.000351221080445271,0.00034290141232813,0.000244025489370371,0.000198822342582673,0.000146990293479306,8.63678327632854e-05,0.000246299812063294,0.000219690063748379,0.000152902551117448,0.000300313672239236,0.000237284411938011,0.000364956197272328,0.000270111890107596,0.000553061371681649,0.00132660907255462,0.0006548598673015,0.000666472726291019,0.0008324463705874,0.00115082684838171,0.000116709371402158,0.000179747810527546,0.000106754163169061,0.000864331277194244,0.000113263817280768,0.000101214094158597,0.000155487755402481,0.000330210900070246,0.000922473802600166,0.000121463201518557,0.00056325184166546,0.000237745152094295,0.000364289097309722,0.000174727462745891,0.000280048116265776,0.000207477945561033,0.00128545929242925,0.000315416193760033,0.000263686421056782,0.000307076097325908,0.000526202218981152,0.000189391852089745,0.000394950397587994,5.8856464807785e-05,1.54249835415577e-05,9.63398614901005e-05,2.47601754989249e-05,0.000109245784855391,0.000121098886861216,0.000300093782245874,0.000115200051261686,6.36287411844844e-05,0.000290243436049645,0.000752073090867727,0.000357514962594632,0.000200453252497798,0.000188234796972361,0.000179247550699858,0.000291034159690106,7.62729246137897e-05,6.13464710103275e-05,8.90960784402163e-05,3.73806253163748e-05,"pyruvic acid",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"quinic acid",0.00218928769920323,0.000310856458404374,0.000619294404498749,0.00051390229890414,0.000468904942873768,0.000351212166607945,0.000941912020582373,0.000720927130958852,0.000512353365369142,0.00134463946260882,0.00174517525272548,0.000765303792038374,6.5497967652712e-05,8.96209120596317e-05,0.0001367692288836,9.44558894166585e-05,8.11671932524683e-05,0.00305526115914721,0.000776536922345317,0.00109220485389528,0.000796112157815501,0.00137945447056973,0.000392808947373603,0.000889334665611605,0.000197367913538193,0.00166873707978003,0.000651350739841793,0.000406640691686297,0.000399316660766073,0.000203542767741205,0.00032819478902166,1.24934414216376e-05,7.61675787662036e-05,0.000467633929166341,0.00225718691812395,0.00024338668701051,0.00260053561130416,0.000520829069728116,0.00107884207612569,0.000304277077982382,0.000158714072707369,0.000389377100758481,0.000916788200958955,0.000243140051115907,0.00060806202034461,0.000302265404473717,0.000179565562228511,0.000196824473035393,0.000137940141885568,0.000267908143951971,0.000203765519969955,0.000474745745759369,0.000415661623319454,0.000851383235374,0.000521368427389745,0.000735145748670927,0.000518319375263611,9.56811518721097e-05,0.00011004282439864,0.000153184261443817,0.00064167035825534,0.000215540864283125,4.17195362318433e-05,0.000128351075248123,0.000239835048257759,"quinic acid","HMDB0003072","C00296","belongs to the class of organic compounds known as quinic acids and derivatives. Quinic acids and derivatives are compounds containing a quinic acid moiety (or a derivative thereof), which is a cyclitol made up of a cyclohexane ring that bears four hydroxyl groups at positions 1,3.4, and 5, as well as a carboxylic acid at position 1.","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Alcohols and polyols","77-95-2",NA,NA,"  8145610",NA,"C00296","17521",NA,"Quinic acid"
"riboflavin",0.00126362163218319,0.000248891357645169,0.000505223553835898,0.000351221080445271,0.00034290141232813,0.000244025489370371,0.000198822342582673,0.000146990293479306,8.63678327632854e-05,0.000246299812063294,0.000219690063748379,0.000152902551117448,0.000300313672239236,0.000237284411938011,0.000364956197272328,0.000270111890107596,0.000553061371681649,0.00132660907255462,0.0006548598673015,0.000666472726291019,0.0008324463705874,0.00115082684838171,0.000116709371402158,0.000179747810527546,0.000106754163169061,0.000864331277194244,0.000113263817280768,0.000101214094158597,0.000155487755402481,0.000330210900070246,0.000922473802600166,0.000121463201518557,0.00056325184166546,0.000237745152094295,0.000364289097309722,0.000174727462745891,0.000280048116265776,0.000207477945561033,0.00128545929242925,0.000315416193760033,0.000263686421056782,0.000307076097325908,0.000526202218981152,0.000189391852089745,0.000394950397587994,5.8856464807785e-05,1.54249835415577e-05,9.63398614901005e-05,2.47601754989249e-05,0.000109245784855391,0.000121098886861216,0.000300093782245874,0.000115200051261686,6.36287411844844e-05,0.000290243436049645,0.000752073090867727,0.000357514962594632,0.000200453252497798,0.000188234796972361,0.000179247550699858,0.000291034159690106,7.62729246137897e-05,6.13464710103275e-05,8.90960784402163e-05,3.73806253163748e-05,"riboflavin","HMDB0000244","C00255","belongs to the class of organic compounds known as flavins. Flavins are compounds containing a flavin (7,8-dimethyl-benzo[g]pteridine-2,4-dione) moiety, with a structure characterized by an isoalloaxzine tricyclic ring.","Organic compounds","Organoheterocyclic compounds","Pteridines and derivatives","Alloxazines and isoalloxazines","83-88-5","DTXSID8021777","DTXCID401777","315672623","493570","C00255","17015","DB00140","Riboflavin"
"S-(5-adenosyl)-homocysteine",4.56494864477364e-06,5.45585315608371e-06,7.60160872652938e-07,7.6648688591153e-06,4.3714476398848e-06,3.80674153058008e-06,6.85857450523886e-06,3.44119266843454e-06,3.79709720398509e-06,8.39598147061916e-06,1.97786531374557e-06,2.47525440705027e-06,6.23336713591249e-06,1.43215308556719e-05,2.86649482094663e-06,6.86323823082269e-06,7.56197209348885e-06,3.12769964262708e-06,3.00910083792505e-06,2.27899069013215e-06,5.07209303064713e-06,1.6232416032522e-06,3.60887831264942e-06,5.28322471660341e-06,6.61789142062094e-06,1.43785033998443e-06,3.24662885111443e-06,2.46605794709362e-06,6.76769192958399e-06,4.83691369367976e-06,2.98474370808665e-06,3.45641984617222e-06,6.79296309917777e-06,2.45815752465429e-05,8.61764425250786e-05,8.2468323564298e-05,5.04359140817521e-05,4.57809128062827e-05,5.36625048089546e-05,2.93532132582041e-05,0.000129963963478854,1.53158434226517e-05,8.42059397675044e-05,4.34438397693301e-05,0.000103222333627902,2.70942187907925e-05,1.48784560552224e-05,1.26113465860329e-05,1.88584829084073e-05,1.33082172344662e-05,0.000109427541475948,8.48999694111849e-05,3.56764324005785e-05,3.67842623004946e-05,2.68918761980686e-05,3.34767760814585e-05,4.49572975641821e-05,5.80450202772195e-05,2.20636493768626e-05,4.36130251423966e-05,3.41866445627661e-05,2.24956087249422e-05,3.23150285486862e-05,1.33373207133362e-05,3.96677736307313e-05,"s-(5-adenosyl)-homocysteine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S-(5-adenosyl)-methionine",0.000236693362412446,0.00241801459472262,0.000448521992852742,0.00285280740619179,0.0020682064471169,0.000643644739431638,0.00158783822429587,0.0019609043929636,0.00201832724595327,0.00243232110462404,0.00105732530689471,0.00180067054678028,0.00488031339874244,0.00883358705552856,0.00385386863145032,0.00700865657940708,0.00350980069287478,0.000812095090114952,0.000799499945271023,0.000707253069862233,0.00241942964373059,0.000387946077279622,0.00258668182361435,0.00193168938623927,0.00269951020201592,0.001089436690091,0.00301461317265265,0.00141172544646452,0.00277067062091205,0.00499454881997141,0.00404730248792921,0.0010436731356509,0.00418563202197998,0.0301212530580748,0.0526387898490606,0.0155450958440442,0.0697832899907564,0.0603107416040066,0.0353136076514742,0.00542085178686846,0.00563301446450724,0.00545829739255158,0.00779474080407884,0.00718502263126369,0.00719443107317914,0.0125206424262346,0.01384280378,0.0130060239022999,0.0193465701009513,0.0129402228592143,0.0130363247923657,0.0387562177666423,0.0312516925712881,0.0337748201062907,0.0169314556759723,0.0200714550827941,0.00657516104886353,0.00671357302508443,0.00523155709849954,0.00733763036687162,0.00635097669694963,0.0135048764271465,0.0259937125704442,0.00541446702391028,0.00904963626072744,"s-(5-adenosyl)-methionine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"salicylic acid",0.00013404300612065,0.000768256955605722,0.000228648550548161,0.00107022746688231,0.000624062831069148,0.000232150598628043,0.00140510891478976,0.00130162825702585,0.0011785986872634,0.00172971656931555,0.000719206183929926,0.00107512312086428,0.00018750052215986,0.000326835362149605,0.000230847683724425,0.000184464109726166,0.000178444065330877,0.000373203327268722,0.000327266213128553,0.00023491585172872,0.000942635602163516,0.000236242750475437,0.00198226293011553,0.00170280757987168,0.00193400550244551,0.000734861660200187,0.00216882901560111,0.000740600357878798,0.00243904958506794,0.00077890839128566,0.000831403777730377,0.000262237490558356,0.00070226795868897,0.000909399419835629,0.00624831118276945,0.00106476202773058,0.00657436283857382,0.00797591107157796,0.00134921520975673,0.00945795128771108,0.0139667217005019,0.00630426553029534,0.0158211158958294,0.00810139404288082,0.0147049030537487,0.000648480908857012,0.000505098562934047,0.000515577805266569,0.000891974692924256,0.00054898635102401,0.00115260861329111,0.00387026691400383,0.00463187327899885,0.00454342518043204,0.00115998796807888,0.00174936520926529,0.0129120737181904,0.0132261472646221,0.00733241019779778,0.00892224900378859,0.00692358571241799,0.00296280721525634,0.00231215749367107,0.00135805744330029,0.00243716024726693,"salicylic acid","HMDB0001895","C00805","belongs to the class of organic compounds known as salicylic acids. These are ortho-hydroxylated benzoic acids.","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","69-72-7","DTXSID7026368","DTXCID206368","315675491","   338","C00805","16914","DB00936","Salicylic acid"
"serine",0.00218928769920323,0.000310856458404374,0.000619294404498749,0.00051390229890414,0.000468904942873768,0.000351212166607945,0.000941912020582373,0.000720927130958852,0.000512353365369142,0.00134463946260882,0.00174517525272548,0.000765303792038374,6.5497967652712e-05,8.96209120596317e-05,0.0001367692288836,9.44558894166585e-05,8.11671932524683e-05,0.00305526115914721,0.000776536922345317,0.00109220485389528,0.000796112157815501,0.00137945447056973,0.000392808947373603,0.000889334665611605,0.000197367913538193,0.00166873707978003,0.000651350739841793,0.000406640691686297,0.000399316660766073,0.000203542767741205,0.00032819478902166,1.24934414216376e-05,7.61675787662036e-05,0.000467633929166341,0.00225718691812395,0.00024338668701051,0.00260053561130416,0.000520829069728116,0.00107884207612569,0.000304277077982382,0.000158714072707369,0.000389377100758481,0.000916788200958955,0.000243140051115907,0.00060806202034461,0.000302265404473717,0.000179565562228511,0.000196824473035393,0.000137940141885568,0.000267908143951971,0.000203765519969955,0.000474745745759369,0.000415661623319454,0.000851383235374,0.000521368427389745,0.000735145748670927,0.000518319375263611,9.56811518721097e-05,0.00011004282439864,0.000153184261443817,0.00064167035825534,0.000215540864283125,4.17195362318433e-05,0.000128351075248123,0.000239835048257759,"serine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"shikimic acid and or isomers",3.14198471107698e-06,2.35703084528845e-05,2.55210821296764e-06,4.34028408994324e-05,1.57171838443282e-05,7.13154063308931e-06,4.34818173459597e-05,4.95260635809692e-05,5.30320955439196e-05,7.13122283104423e-05,6.62732654053444e-05,5.61249004390553e-05,0.000139673600300161,0.000165729815731034,4.15988284052495e-05,6.39117534420112e-05,3.98333835297066e-05,2.06958537196651e-05,1.6064993248022e-05,8.37269267388593e-06,5.81038690709129e-05,4.48955757503378e-06,5.59190114771497e-05,5.57828622236142e-05,7.30769470626029e-05,2.02511404750435e-05,7.61518548881532e-05,8.14785507088713e-05,8.44382896471134e-05,4.34720062394537e-05,5.95229435170875e-05,9.24372642764934e-06,8.60528647761089e-05,0.000727981056133258,0.0206448175304671,0.000337622495628618,0.0108694759986022,0.0145841206479913,0.00105412705479286,0.000279685952697442,0.000322805454927517,0.000159541874963643,0.000434685549682583,0.000413114836672605,0.00038344486784704,0.000195222001034913,0.000144681850282466,0.000167708258290959,0.00034742714539741,0.000128811029426216,0.000256791680684332,0.0025225927062052,0.00326499470150746,0.00241414036180588,0.000455343704204762,0.000977273079452186,0.00038203097172777,0.000243527357934218,0.000122756229981032,0.000348295680056183,0.000201197518283385,0.000119753781029743,0.000270269439472385,5.35296389891529e-05,0.000139700009318113,"shikimic acid and or isomers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sn-glycero-3-phosphocholine",1.00106921031166e-05,9.72674481495952e-07,5.39932092583989e-06,1.32709372981795e-06,7.62991990654716e-06,0,8.83583584795976e-06,7.72819589224156e-06,1.93210679517009e-06,1.08116680769109e-06,3.14768678423409e-06,3.32276227623922e-06,1.73793732487163e-06,8.40595487022099e-07,1.55777251730375e-06,2.89666689482132e-07,1.00307596377258e-05,2.01009810830738e-05,8.14990421915169e-06,2.36548983319998e-05,6.00850411051809e-06,1.10054592140945e-05,4.6826825631327e-06,3.59153758590102e-06,2.43432104550113e-06,1.44645025160215e-05,4.06444293163496e-06,3.89508370249815e-06,0,1.61267050309072e-06,2.69115406956673e-05,2.78423897874858e-06,1.1698094861196e-06,3.0758844193076e-06,1.09544236965807e-06,2.1862075623897e-06,3.76586599262634e-06,2.65375057656037e-06,1.30879691930051e-05,0.000201127130659207,8.47399692093889e-05,0.000239116872384179,0.000252075870637621,0.000149305337455267,0.000211080706920449,0,0,0,0,6.29392657363818e-07,0,4.68654531722176e-06,4.63501097375686e-06,0,2.07274960492218e-06,9.28502025230604e-06,0.000125724230835863,8.18164755168248e-05,6.89785212083491e-05,0.000120110375769596,0.000245945591177345,0,0,0,0,"sn-glycero-3-phosphocholine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sphinganine",8.41987762883339e-05,2.67773196669874e-05,1.58409339803339e-05,7.4415624516669e-05,2.46941683847181e-05,4.0624520148094e-05,0.000236044500037705,0.000563109966856831,0.000620414700915783,0.00024509918550663,0.000149319751241829,0.000704775791885955,9.69372511278631e-06,8.72274195954891e-06,4.88901167033792e-06,8.48239733425557e-06,6.93570645808541e-06,1.60609688377121e-05,3.19954106224138e-05,3.78054827343002e-05,3.5831122877772e-05,4.96404825162291e-05,0.00147125005168919,0.000260435402221317,0.000771435512283755,0.000108360916865057,0.000314527212966338,0.000352934134378544,0.000274096407116311,7.11886124295249e-06,1.39032071437808e-05,5.10300609747858e-06,6.24484727577674e-06,7.84068123989628e-06,1.00641337133949e-05,1.20446991485769e-05,2.1571316263278e-05,1.2292166457391e-05,1.97488308249547e-05,3.6499500771723e-05,2.66036752631753e-05,2.20943861402153e-05,1.99270433949618e-05,1.95181953700925e-05,2.39849115570153e-05,2.67793060881576e-05,1.38591190947833e-05,1.19673849334006e-05,3.00660881584489e-05,2.14640498500839e-05,2.64000715146939e-05,2.61107633012603e-05,9.11956406560992e-06,1.98564486473292e-05,1.08654512518111e-05,2.42323265189878e-05,2.60053518579384e-05,3.40104337142658e-05,2.15357564216533e-05,3.34103086134769e-05,2.09646389152894e-05,1.93039918661283e-05,2.65638925443119e-05,2.09693838691305e-05,2.85777526455037e-05,"sphinganine","HMDB0000269","C00836","belongs to the class of organic compounds known as 1,2-aminoalcohols. These are organic compounds containing an alkyl chain with an amine group bound to the C1 atom and an alcohol group bound to the C2 atom.","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","764-22-7",NA,NA," 14717832",NA,"C00836","16566",NA,"Sphinganine"
"syringic acid",0.000994465672350755,0.000879470119181514,0.000890314020779694,0.000950067788979571,0.000390586994205985,0.0018852458947914,0.000515402005940319,0.00074322741428831,0.00145834435654243,0.00085395425514783,0.000465907229278417,0.000305594984640876,0.00166152673415578,0.000923673050365929,0.00175845422576341,0.00167546903525139,0.00233234226855964,0.000538945718372015,0.00060064522358585,0.000653658120280401,0.000982641805480301,0.000691049024616233,0.000804655371735696,0.000559623420288052,0.00096022535180354,0.000522283175382215,0.000366635986696092,0.000765141588248396,0.00102492673815682,0.00113952046841724,0.00213619811740275,0.000890581102308362,0.00276929577272651,0.000192399202669252,0.000309019147051384,0.00152164112606855,0.000294983549253022,0.000153712120151883,0.000110798694731736,0.00213941249829384,0.00354343514187131,0.00214703295808256,0.00314971214728165,0.00306611416684933,0.00300302663800103,0.00385690348018428,0.00264951426247212,0.00317886874997219,0.00278259641469327,0.00280481901854867,0.00203310880680224,0.00106730073643512,0.000626096896720629,0.000418708266531944,0.00033304247416497,0.000404729498138944,0.00428236009636485,0.00527340934204237,0.00427188875901904,0.00331515472636967,0.00267059688336642,0.00317470974454386,0.00317580668497875,0.00392210931366238,0.00586350189147643,"syringic acid","HMDB0002085","C10833","belongs to the class of organic compounds known as gallic acid and derivatives. Gallic acid and derivatives are compounds containing a 3,4,5-trihydroxybenzoic acid moiety.","Organic compounds","Benzenoids","Benzene and substituted derivatives","Benzoic acids and derivatives","530-57-4","DTXSID0060191","DTXCID2041337","315688310"," 10742","C10833","68329",NA,"Syringic acid"
"threonine/allothreonine",1.82100304594283e-05,1.10387342313133e-05,5.3000231751878e-06,1.60869338747113e-05,1.33512507443427e-05,1.70105612847835e-05,0.00166029616800074,0.00155284622972837,0.00132703058639211,0.00202230368646978,0.0012306791204061,0.00163797096225404,1.26570087925837e-05,1.63906024970801e-05,2.00940445261696e-05,1.39672671608871e-05,1.46138617835426e-05,1.03060543358165e-05,2.68786356052012e-05,8.96746894522368e-05,8.50723965564717e-06,1.70032005804411e-05,0.00351984567163925,0.00197348836926147,0.00210319307907663,0.000762203403842702,0.00072439217241538,0.000675136485842922,0.00251855679295091,1.01719727344979e-05,2.38954831070828e-05,1.27034972481245e-05,1.32914792735801e-05,9.39481506600166e-06,1.20402345649921e-05,6.816837021227e-06,1.31590176478219e-05,1.04191429018715e-05,1.0984434902686e-05,0.000274688763928244,0.000324310027167197,0.000152502495175775,0.000153120218882743,0.000249058589946863,0.000347325856187399,1.66317948337781e-05,1.48365002526411e-05,9.63961690498472e-06,2.21896383778335e-05,1.93391102842852e-05,1.36753481195992e-05,1.10795959698626e-05,1.14021936914329e-05,9.82670198587799e-06,9.99778818912519e-06,2.56921627979745e-05,0.000248964280376452,0.000298795284855975,9.65206165622993e-05,0.00025144813682636,0.000183352655841473,1.67998869124792e-05,2.76060576141175e-05,1.53973181338888e-05,1.61934778384554e-05,"threonine/allothreonine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"thymine",0.000183068109833558,6.14596725447826e-05,5.42390626145121e-05,7.30452151349967e-05,0.000103898686195234,5.42903523532744e-05,0.00949601075021001,0.00560157011889302,0.00714540769740545,0.00918293649350589,0.0079775884834602,0.0133699372121776,1.26780327062974e-05,1.0078880315712e-05,1.38356839685131e-05,6.98657835846756e-06,1.12390557456823e-05,9.10378882472758e-05,0.00012360039495274,0.000404705933698046,0.000100221300749791,0.00010307791392818,0.0104551419052793,0.00660473384263417,0.00700241576158113,0.00178891888803851,0.00708791446713737,0.00682490114874499,0.0120827719636089,1.02333895828602e-05,1.29270782001555e-05,2.70504161235877e-06,8.06779938887969e-06,1.62956231243001e-05,4.4816210304949e-05,7.93073258721001e-05,5.04199378952745e-05,1.04896057769173e-05,3.19748347735022e-05,0.0536323132845823,0.0737444532258198,0.0215718549421668,0.0524339881325173,0.046801544347339,0.060415750895584,1.59881197418344e-05,1.00953446088366e-05,9.39676116628643e-06,1.36329856579272e-05,9.17933048248886e-06,9.26228912890405e-05,2.7586794091904e-05,2.04614845604078e-05,1.60855763625216e-05,1.59754886957213e-05,4.75088607397531e-05,0.0488116345116262,0.0581909353757373,0.0208392571077937,0.0601530396306801,0.0351729859259752,1.56030409263886e-05,1.23909483320221e-05,8.12537448632e-06,1.18879925798251e-05,"thymine","HMDB0000262","C00178","belongs to the class of organic compounds known as hydroxypyrimidines. These are organic compounds containing a hydroxyl group attached to a pyrimidine ring. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","65-71-4","DTXSID4052342","DTXCID4030914","315685466","  1135","C00178","17821","DB03462","Thymine"
